
//============================================
// AA护卫舰 纯防空改造 - 2026-05-18 18:39
// 对空: 3x-4x高伤 | 对海/对陆: 0 (完全无伤害)
//============================================
//--- Ch054AUpgradeEpoch14 对空克制 ---
ch054a14_air_A10,Ch054AUpgradeEpoch14,[A10UpgradeEpoch14],300
ch054a14_air_A129,Ch054AUpgradeEpoch14,[A129UpgradeEpoch14],300
ch054a14_air_A7CII_Greek,Ch054AUpgradeEpoch14,[A7CII_GreekUpgradeEpoch14],300
ch054a14_air_AH64Japan,Ch054AUpgradeEpoch14,[AH64JapanUpgradeEpoch14],300
ch054a14_air_AH64,Ch054AUpgradeEpoch14,[AH64UpgradeEpoch14],300
ch054a14_air_AircraftCarrier,Ch054AUpgradeEpoch14,[AircraftCarrierUpgradeEpoch14],300
ch054a14_air_AVH6636,Ch054AUpgradeEpoch14,[AVH6636UpgradeEpoch14],300
ch054a14_air_B1b,Ch054AUpgradeEpoch14,[B1bUpgradeEpoch14],400
ch054a14_air_Bomber,Ch054AUpgradeEpoch14,[BomberUpgradeEpoch14],400
ch054a14_air_C1,Ch054AUpgradeEpoch14,[C1UpgradeEpoch14],300
ch054a14_air_canberraItaly,Ch054AUpgradeEpoch14,[canberraItalyUpgradeEpoch14],300
ch054a14_air_canberraJapan,Ch054AUpgradeEpoch14,[canberraJapanUpgradeEpoch14],300
ch054a14_air_ChinaWZ10,Ch054AUpgradeEpoch14,[ChinaWZ10UpgradeEpoch14],300
ch054a14_air_CSH2,Ch054AUpgradeEpoch14,[CSH2UpgradeEpoch14],300
ch054a14_air_E3,Ch054AUpgradeEpoch14,[E3UpgradeEpoch14],300
ch054a14_air_EurofighterBri,Ch054AUpgradeEpoch14,[EurofighterBriUpgradeEpoch14],300
ch054a14_air_EurofighterGer,Ch054AUpgradeEpoch14,[EurofighterGerUpgradeEpoch14],300
ch054a14_air_EurofighterItaly,Ch054AUpgradeEpoch14,[EurofighterItalyUpgradeEpoch14],300
ch054a14_air_f14,Ch054AUpgradeEpoch14,[f14UpgradeEpoch14],300
ch054a14_air_F15K_Korean,Ch054AUpgradeEpoch14,[F15K_KoreanUpgradeEpoch14],300
ch054a14_air_f15,Ch054AUpgradeEpoch14,[f15UpgradeEpoch14],300
ch054a14_air_F16_Greek,Ch054AUpgradeEpoch14,[F16_GreekUpgradeEpoch14],300
ch054a14_air_f16,Ch054AUpgradeEpoch14,[f16UpgradeEpoch14],300
ch054a14_air_F16XL,Ch054AUpgradeEpoch14,[F16XLUpgradeEpoch14],300
ch054a14_air_F2,Ch054AUpgradeEpoch14,[F2UpgradeEpoch14],300
ch054a14_air_FA50,Ch054AUpgradeEpoch14,[FA50UpgradeEpoch14],300
ch054a14_air_FC1,Ch054AUpgradeEpoch14,[FC1UpgradeEpoch14],300
ch054a14_air_FighterBomber,Ch054AUpgradeEpoch14,[FighterBomberUpgradeEpoch14],400
ch054a14_air_Fighter,Ch054AUpgradeEpoch14,[FighterUpgradeEpoch14],300
ch054a14_air_G91,Ch054AUpgradeEpoch14,[G91UpgradeEpoch14],300
ch054a14_air_GrekAH64,Ch054AUpgradeEpoch14,[GrekAH64UpgradeEpoch14],300
ch054a14_air_ho229Ger,Ch054AUpgradeEpoch14,[ho229GerUpgradeEpoch14],300
ch054a14_air_il76,Ch054AUpgradeEpoch14,[il76UpgradeEpoch14],300
ch054a14_air_ItalyG91,Ch054AUpgradeEpoch14,[ItalyG91UpgradeEpoch14],300
ch054a14_air_J10B,Ch054AUpgradeEpoch14,[J10BUpgradeEpoch14],300
ch054a14_air_J11A,Ch054AUpgradeEpoch14,[J11AUpgradeEpoch14],300
ch054a14_air_J16,Ch054AUpgradeEpoch14,[J16UpgradeEpoch14],300
ch054a14_air_JaguarAFre,Ch054AUpgradeEpoch14,[JaguarAFreUpgradeEpoch14],300
ch054a14_air_Japanf15,Ch054AUpgradeEpoch14,[Japanf15UpgradeEpoch14],300
ch054a14_air_JapanF1,Ch054AUpgradeEpoch14,[JapanF1UpgradeEpoch14],300
ch054a14_air_JH7A,Ch054AUpgradeEpoch14,[JH7AUpgradeEpoch14],300
ch054a14_air_JH7B,Ch054AUpgradeEpoch14,[JH7BUpgradeEpoch14],300
ch054a14_air_ka52,Ch054AUpgradeEpoch14,[ka52UpgradeEpoch14],300
ch054a14_air_KJ2000,Ch054AUpgradeEpoch14,[KJ2000UpgradeEpoch14],300
ch054a14_air_Mi28,Ch054AUpgradeEpoch14,[Mi28UpgradeEpoch14],300
ch054a14_air_MiG23_Korean,Ch054AUpgradeEpoch14,[MiG23_KoreanUpgradeEpoch14],300
ch054a14_air_mig29k,Ch054AUpgradeEpoch14,[mig29kUpgradeEpoch14],300
ch054a14_air_Mirage2000C,Ch054AUpgradeEpoch14,[Mirage2000CUpgradeEpoch14],300
ch054a14_air_Mirage2000Greece,Ch054AUpgradeEpoch14,[Mirage2000GreeceUpgradeEpoch14],300
ch054a14_air_Mirage4000,Ch054AUpgradeEpoch14,[Mirage4000UpgradeEpoch14],400
ch054a14_air_Mirage4,Ch054AUpgradeEpoch14,[Mirage4UpgradeEpoch14],400
ch054a14_air_NonCombatAir2,Ch054AUpgradeEpoch14,[NonCombatAir2UpgradeEpoch14],300
ch054a14_air_Rooivalk,Ch054AUpgradeEpoch14,[RooivalkUpgradeEpoch14],300
ch054a14_air_su25,Ch054AUpgradeEpoch14,[su25UpgradeEpoch14],300
ch054a14_air_su27,Ch054AUpgradeEpoch14,[su27UpgradeEpoch14],300
ch054a14_air_su37,Ch054AUpgradeEpoch14,[su37UpgradeEpoch14],300
ch054a14_air_TornadoBritain,Ch054AUpgradeEpoch14,[TornadoBritainUpgradeEpoch14],300
ch054a14_air_TornadoGerman,Ch054AUpgradeEpoch14,[TornadoGermanUpgradeEpoch14],300
ch054a14_air_TornadoItaly,Ch054AUpgradeEpoch14,[TornadoItalyUpgradeEpoch14],300
ch054a14_air_TransHelicopter,Ch054AUpgradeEpoch14,[TransHelicopterUpgradeEpoch14],300
ch054a14_air_Tu16Kitai,Ch054AUpgradeEpoch14,[Tu16KitaiUpgradeEpoch14],400
ch054a14_air_Tu22M,Ch054AUpgradeEpoch14,[Tu22MUpgradeEpoch14],400
ch054a14_air_UKAH64,Ch054AUpgradeEpoch14,[UKAH64UpgradeEpoch14],300
ch054a14_air_UU_Japanese3,Ch054AUpgradeEpoch14,[UU_Japanese3UpgradeEpoch14],300
ch054a14_air_vulcan,Ch054AUpgradeEpoch14,[vulcanUpgradeEpoch14],300
ch054a14_air_WZ19,Ch054AUpgradeEpoch14,[WZ19UpgradeEpoch14],300
//--- Ch054AUpgradeEpoch14 对海/对陆/建筑 零伤害 ---
ch054a14_surf_Aaship,Ch054AUpgradeEpoch14,[AashipUpgradeEpoch14],0
ch054a14_surf_AICoastalDefense,Ch054AUpgradeEpoch14,[AICoastalDefenseUpgradeEpoch14],0
ch054a14_surf_AirDefense,Ch054AUpgradeEpoch14,[AirDefenseUpgradeEpoch14],0
ch054a14_surf_akula,Ch054AUpgradeEpoch14,[akulaUpgradeEpoch14],0
ch054a14_surf_Am_M1A1,Ch054AUpgradeEpoch14,[Am_M1A1UpgradeEpoch14],0
ch054a14_surf_American_M1A2,Ch054AUpgradeEpoch14,[American_M1A2UpgradeEpoch14],0
ch054a14_surf_AMissileDefense,Ch054AUpgradeEpoch14,[AMissileDefenseUpgradeEpoch14],0
ch054a14_surf_AMX56,Ch054AUpgradeEpoch14,[AMX56UpgradeEpoch14],0
ch054a14_surf_AntiAir_HQ61,Ch054AUpgradeEpoch14,[AntiAir_HQ61UpgradeEpoch14],0
ch054a14_surf_AntishipMis,Ch054AUpgradeEpoch14,[AntishipMisUpgradeEpoch14],0
ch054a14_surf_Ariete,Ch054AUpgradeEpoch14,[ArieteUpgradeEpoch14],0
ch054a14_surf_As90,Ch054AUpgradeEpoch14,[As90UpgradeEpoch14],0
ch054a14_surf_AsagiriDestroyer,Ch054AUpgradeEpoch14,[AsagiriDestroyerUpgradeEpoch14],0
ch054a14_surf_AUF1,Ch054AUpgradeEpoch14,[AUF1UpgradeEpoch14],0
ch054a14_surf_BadenWurttemberg,Ch054AUpgradeEpoch14,[BadenWurttembergUpgradeEpoch14],0
ch054a14_surf_Barracuda,Ch054AUpgradeEpoch14,[BarracudaUpgradeEpoch14],0
ch054a14_surf_Battleship,Ch054AUpgradeEpoch14,[BattleshipUpgradeEpoch14],0
ch054a14_surf_Boxer,Ch054AUpgradeEpoch14,[BoxerUpgradeEpoch14],0
ch054a14_surf_BTR80ATGM,Ch054AUpgradeEpoch14,[BTR80ATGMUpgradeEpoch14],0
ch054a14_surf_BTR80,Ch054AUpgradeEpoch14,[BTR80UpgradeEpoch14],0
ch054a14_surf_BUKM1_2,Ch054AUpgradeEpoch14,[BUKM1_2UpgradeEpoch14],0
ch054a14_surf_Ch052d,Ch054AUpgradeEpoch14,[Ch052dUpgradeEpoch14],0
ch054a14_surf_Ch054A,Ch054AUpgradeEpoch14,[Ch054AUpgradeEpoch14],0
ch054a14_surf_Ch055A,Ch054AUpgradeEpoch14,[Ch055AUpgradeEpoch14],0
ch054a14_surf_Ch055,Ch054AUpgradeEpoch14,[Ch055UpgradeEpoch14],0
ch054a14_surf_Challenger1,Ch054AUpgradeEpoch14,[Challenger1UpgradeEpoch14],0
ch054a14_surf_Challenger2,Ch054AUpgradeEpoch14,[Challenger2UpgradeEpoch14],0
ch054a14_surf_China_T99A,Ch054AUpgradeEpoch14,[China_T99AUpgradeEpoch14],0
ch054a14_surf_CiliLeopard2A5,Ch054AUpgradeEpoch14,[CiliLeopard2A5UpgradeEpoch14],0
ch054a14_surf_CoastalDefense,Ch054AUpgradeEpoch14,[CoastalDefenseUpgradeEpoch14],0
ch054a14_surf_Cruiser_Eng,Ch054AUpgradeEpoch14,[Cruiser_EngUpgradeEpoch14],0
ch054a14_surf_Cruiser_Ger,Ch054AUpgradeEpoch14,[Cruiser_GerUpgradeEpoch14],0
ch054a14_surf_Cruiser1164,Ch054AUpgradeEpoch14,[Cruiser1164UpgradeEpoch14],0
ch054a14_surf_Cruiser,Ch054AUpgradeEpoch14,[CruiserUpgradeEpoch14],0
ch054a14_surf_DDG1001,Ch054AUpgradeEpoch14,[DDG1001UpgradeEpoch14],0
ch054a14_surf_DDG123,Ch054AUpgradeEpoch14,[DDG123UpgradeEpoch14],0
ch054a14_surf_DestroyerAkitsuki,Ch054AUpgradeEpoch14,[DestroyerAkitsukiUpgradeEpoch14],0
ch054a14_surf_DestroyerAtago,Ch054AUpgradeEpoch14,[DestroyerAtagoUpgradeEpoch14],0
ch054a14_surf_DestroyerF217,Ch054AUpgradeEpoch14,[DestroyerF217UpgradeEpoch14],0
ch054a14_surf_DestroyerFTI,Ch054AUpgradeEpoch14,[DestroyerFTIUpgradeEpoch14],0
ch054a14_surf_DestroyerKDX3,Ch054AUpgradeEpoch14,[DestroyerKDX3UpgradeEpoch14],0
ch054a14_surf_DestroyerLeader,Ch054AUpgradeEpoch14,[DestroyerLeaderUpgradeEpoch14],0
ch054a14_surf_DestroyerTakanami,Ch054AUpgradeEpoch14,[DestroyerTakanamiUpgradeEpoch14],0
ch054a14_surf_DestroyerType45,Ch054AUpgradeEpoch14,[DestroyerType45UpgradeEpoch14],0
ch054a14_surf_Destroyer,Ch054AUpgradeEpoch14,[DestroyerUpgradeEpoch14],0
ch054a14_surf_EBRC,Ch054AUpgradeEpoch14,[EBRCUpgradeEpoch14],0
ch054a14_surf_Formidable,Ch054AUpgradeEpoch14,[FormidableUpgradeEpoch14],0
ch054a14_surf_Fortress,Ch054AUpgradeEpoch14,[FortressUpgradeEpoch14],0
ch054a14_surf_France_Fremm,Ch054AUpgradeEpoch14,[France_FremmUpgradeEpoch14],0
ch054a14_surf_FregattenF124,Ch054AUpgradeEpoch14,[FregattenF124UpgradeEpoch14],0
ch054a14_surf_FregattenFFG,Ch054AUpgradeEpoch14,[FregattenFFGUpgradeEpoch14],0
ch054a14_surf_FregattenType26,Ch054AUpgradeEpoch14,[FregattenType26UpgradeEpoch14],0
ch054a14_surf_GermanLeopard2A5,Ch054AUpgradeEpoch14,[GermanLeopard2A5UpgradeEpoch14],0
ch054a14_surf_gertiger1,Ch054AUpgradeEpoch14,[gertiger1UpgradeEpoch14],0
ch054a14_surf_GrekLeopard2A5,Ch054AUpgradeEpoch14,[GrekLeopard2A5UpgradeEpoch14],0
ch054a14_surf_HarushioSubmarine,Ch054AUpgradeEpoch14,[HarushioSubmarineUpgradeEpoch14],0
ch054a14_surf_HeavyArtillery,Ch054AUpgradeEpoch14,[HeavyArtilleryUpgradeEpoch14],0
ch054a14_surf_HeavyInfantry2,Ch054AUpgradeEpoch14,[HeavyInfantry2UpgradeEpoch14],0
ch054a14_surf_HeavyMounted1,Ch054AUpgradeEpoch14,[HeavyMounted1UpgradeEpoch14],0
ch054a14_surf_HeavyMounted2,Ch054AUpgradeEpoch14,[HeavyMounted2UpgradeEpoch14],0
ch054a14_surf_HeavyMounted3,Ch054AUpgradeEpoch14,[HeavyMounted3UpgradeEpoch14],0
ch054a14_surf_HercElecWarfare,Ch054AUpgradeEpoch14,[HercElecWarfareUpgradeEpoch14],0
ch054a14_surf_Hongjian10,Ch054AUpgradeEpoch14,[Hongjian10UpgradeEpoch14],0
ch054a14_surf_HorizonItaly,Ch054AUpgradeEpoch14,[HorizonItalyUpgradeEpoch14],0
ch054a14_surf_Horizon,Ch054AUpgradeEpoch14,[HorizonUpgradeEpoch14],0
ch054a14_surf_Italy_Fremm,Ch054AUpgradeEpoch14,[Italy_FremmUpgradeEpoch14],0
ch054a14_surf_K1K1,Ch054AUpgradeEpoch14,[K1K1UpgradeEpoch14],0
ch054a14_surf_K9,Ch054AUpgradeEpoch14,[K9UpgradeEpoch14],0
ch054a14_surf_KDX2,Ch054AUpgradeEpoch14,[KDX2UpgradeEpoch14],0
ch054a14_surf_kirov,Ch054AUpgradeEpoch14,[kirovUpgradeEpoch14],0
ch054a14_surf_KoCruiser,Ch054AUpgradeEpoch14,[KoCruiserUpgradeEpoch14],0
ch054a14_surf_L212Afr,Ch054AUpgradeEpoch14,[L212AfrUpgradeEpoch14],0
ch054a14_surf_Leclerc,Ch054AUpgradeEpoch14,[LeclercUpgradeEpoch14],0
ch054a14_surf_Leopard2A4,Ch054AUpgradeEpoch14,[Leopard2A4UpgradeEpoch14],0
ch054a14_surf_Leopard2A6,Ch054AUpgradeEpoch14,[Leopard2A6UpgradeEpoch14],0
ch054a14_surf_LightArtillery1,Ch054AUpgradeEpoch14,[LightArtillery1UpgradeEpoch14],0
ch054a14_surf_LightArtillery2,Ch054AUpgradeEpoch14,[LightArtillery2UpgradeEpoch14],0
ch054a14_surf_LightMounted1,Ch054AUpgradeEpoch14,[LightMounted1UpgradeEpoch14],0
ch054a14_surf_LightMounted2,Ch054AUpgradeEpoch14,[LightMounted2UpgradeEpoch14],0
ch054a14_surf_LightMounted3,Ch054AUpgradeEpoch14,[LightMounted3UpgradeEpoch14],0
ch054a14_surf_M109A6,Ch054AUpgradeEpoch14,[M109A6UpgradeEpoch14],0
ch054a14_surf_Machinegunnest,Ch054AUpgradeEpoch14,[MachinegunnestUpgradeEpoch14],0
ch054a14_surf_MarderATGM,Ch054AUpgradeEpoch14,[MarderATGMUpgradeEpoch14],0
ch054a14_surf_MK4,Ch054AUpgradeEpoch14,[MK4UpgradeEpoch14],0
ch054a14_surf_Outpost,Ch054AUpgradeEpoch14,[OutpostUpgradeEpoch14],0
ch054a14_surf_PAC3,Ch054AUpgradeEpoch14,[PAC3UpgradeEpoch14],0
ch054a14_surf_Paermaliya,Ch054AUpgradeEpoch14,[PaermaliyaUpgradeEpoch14],0
ch054a14_surf_Penne,Ch054AUpgradeEpoch14,[PenneUpgradeEpoch14],0
ch054a14_surf_Plz45,Ch054AUpgradeEpoch14,[Plz45UpgradeEpoch14],0
ch054a14_surf_PT91,Ch054AUpgradeEpoch14,[PT91UpgradeEpoch14],0
ch054a14_surf_Pzh2000,Ch054AUpgradeEpoch14,[Pzh2000UpgradeEpoch14],0
ch054a14_surf_Rosomak,Ch054AUpgradeEpoch14,[RosomakUpgradeEpoch14],0
ch054a14_surf_Rus_2s19,Ch054AUpgradeEpoch14,[Rus_2s19UpgradeEpoch14],0
ch054a14_surf_Scimitar,Ch054AUpgradeEpoch14,[ScimitarUpgradeEpoch14],0
ch054a14_surf_StrykerATGM,Ch054AUpgradeEpoch14,[StrykerATGMUpgradeEpoch14],0
ch054a14_surf_Stryker,Ch054AUpgradeEpoch14,[StrykerUpgradeEpoch14],0
ch054a14_surf_T55irak,Ch054AUpgradeEpoch14,[T55irakUpgradeEpoch14],0
ch054a14_surf_t80u,Ch054AUpgradeEpoch14,[t80uUpgradeEpoch14],0
ch054a14_surf_T90A_Naval,Ch054AUpgradeEpoch14,[T90A_NavalUpgradeEpoch14],0
ch054a14_surf_T90M,Ch054AUpgradeEpoch14,[T90MUpgradeEpoch14],0
ch054a14_surf_T99A,Ch054AUpgradeEpoch14,[T99AUpgradeEpoch14],0
ch054a14_surf_Thaad,Ch054AUpgradeEpoch14,[ThaadUpgradeEpoch14],0
ch054a14_surf_Ticonderoga,Ch054AUpgradeEpoch14,[TiconderogaUpgradeEpoch14],0
ch054a14_surf_tiger1,Ch054AUpgradeEpoch14,[tiger1UpgradeEpoch14],0
ch054a14_surf_Trafalgar,Ch054AUpgradeEpoch14,[TrafalgarUpgradeEpoch14],0
ch054a14_surf_Type039B,Ch054AUpgradeEpoch14,[Type039BUpgradeEpoch14],0
ch054a14_surf_Type10MBT,Ch054AUpgradeEpoch14,[Type10MBTUpgradeEpoch14],0
ch054a14_surf_Type22350,Ch054AUpgradeEpoch14,[Type22350UpgradeEpoch14],0
ch054a14_surf_Type75_155m,Ch054AUpgradeEpoch14,[Type75_155mUpgradeEpoch14],0
