//NAME,FILENAME,U,V,WIDTH,HEIGHT,


// ------------------------------------,,,,,,
// ANIMATED CROWNS,,,,,,

// military crown,,,,,,
spr_crown_mil_anim_0,"AnimCrowns_01.tga",0,0,32,32,0
spr_crown_mil_anim_1,"AnimCrowns_01.tga",32,0,32,32,0
spr_crown_mil_anim_2,"AnimCrowns_01.tga",64,0,32,32,0
spr_crown_mil_anim_3,"AnimCrowns_01.tga",96,0,32,32,0
spr_crown_mil_anim_4,"AnimCrowns_01.tga",128,0,32,32,0
spr_crown_mil_anim_5,"AnimCrowns_01.tga",160,0,32,32,0
spr_crown_mil_anim_6,"AnimCrowns_01.tga",192,0,32,32,0
spr_crown_mil_anim_7,"AnimCrowns_01.tga",224,0,32,32,0
spr_crown_mil_anim_8,"AnimCrowns_01.tga",0,32,32,32,0
spr_crown_mil_anim_9,"AnimCrowns_01.tga",32,32,32,32,0
spr_crown_mil_anim_10,"AnimCrowns_01.tga",64,32,32,32,0
spr_crown_mil_anim_11,"AnimCrowns_01.tga",96,32,32,32,0
spr_crown_mil_anim_12,"AnimCrowns_01.tga",128,32,32,32,0
spr_crown_mil_anim_13,"AnimCrowns_01.tga",160,32,32,32,0
spr_crown_mil_anim_14,"AnimCrowns_01.tga",192,32,32,32,0
spr_crown_mil_anim_15,"AnimCrowns_01.tga",224,32,32,32,0

// economic crown,,,,,,
spr_crown_eco_anim_0,"AnimCrowns_01.tga",0,64,32,32,0
spr_crown_eco_anim_1,"AnimCrowns_01.tga",32,64,32,32,0
spr_crown_eco_anim_2,"AnimCrowns_01.tga",64,64,32,32,0
spr_crown_eco_anim_3,"AnimCrowns_01.tga",96,64,32,32,0
spr_crown_eco_anim_4,"AnimCrowns_01.tga",128,64,32,32,0
spr_crown_eco_anim_5,"AnimCrowns_01.tga",160,64,32,32,0
spr_crown_eco_anim_6,"AnimCrowns_01.tga",192,64,32,32,0
spr_crown_eco_anim_7,"AnimCrowns_01.tga",224,64,32,32,0
spr_crown_eco_anim_8,"AnimCrowns_01.tga",0,96,32,32,0
spr_crown_eco_anim_9,"AnimCrowns_01.tga",32,96,32,32,0
spr_crown_eco_anim_10,"AnimCrowns_01.tga",64,96,32,32,0
spr_crown_eco_anim_11,"AnimCrowns_01.tga",96,96,32,32,0
spr_crown_eco_anim_12,"AnimCrowns_01.tga",128,96,32,32,0
spr_crown_eco_anim_13,"AnimCrowns_01.tga",160,96,32,32,0
spr_crown_eco_anim_14,"AnimCrowns_01.tga",192,96,32,32,0
spr_crown_eco_anim_15,"AnimCrowns_01.tga",224,96,32,32,0

// impreial crown,,,,,,
spr_crown_imp_anim_0,"AnimCrowns_02.tga",0,0,32,32,0
spr_crown_imp_anim_1,"AnimCrowns_02.tga",32,0,32,32,0
spr_crown_imp_anim_2,"AnimCrowns_02.tga",64,0,32,32,0
spr_crown_imp_anim_3,"AnimCrowns_02.tga",96,0,32,32,0
spr_crown_imp_anim_4,"AnimCrowns_02.tga",0,32,32,32,0
spr_crown_imp_anim_5,"AnimCrowns_02.tga",32,32,32,32,0
spr_crown_imp_anim_6,"AnimCrowns_02.tga",64,32,32,32,0
spr_crown_imp_anim_7,"AnimCrowns_02.tga",96,32,32,32,0
spr_crown_imp_anim_8,"AnimCrowns_02.tga",0,64,32,32,0
spr_crown_imp_anim_9,"AnimCrowns_02.tga",32,64,32,32,0
spr_crown_imp_anim_10,"AnimCrowns_02.tga",64,64,32,32,0
spr_crown_imp_anim_11,"AnimCrowns_02.tga",96,64,32,32,0
spr_crown_imp_anim_12,"AnimCrowns_02.tga",0,96,32,32,0
spr_crown_imp_anim_13,"AnimCrowns_02.tga",32,96,32,32,0
spr_crown_imp_anim_14,"AnimCrowns_02.tga",64,96,32,32,0
spr_crown_imp_anim_15,"AnimCrowns_02.tga",96,96,32,32,0



// ------------------------------------,,,,,,
// FLARES,,,,,,

// generic minimap flare,,,,,,
spr_flare_minimap_0,"AnimMiniMapFlare_01.tga",128,64,1,1,0
spr_flare_minimap_1,"AnimMiniMapFlare_01.tga",0,0,64,64,0
spr_flare_minimap_2,"AnimMiniMapFlare_01.tga",64,0,64,64,0
spr_flare_minimap_3,"AnimMiniMapFlare_01.tga",128,0,64,64,0
spr_flare_minimap_4,"AnimMiniMapFlare_01.tga",192,0,64,64,0
spr_flare_minimap_5,"AnimMiniMapFlare_01.tga",0,64,64,64,0
spr_flare_minimap_6,"AnimMiniMapFlare_01.tga",64,64,64,64,0
spr_flare_minimap_7,"AnimMiniMapFlare_01.tga",0,64,64,64,0
spr_flare_minimap_8,"AnimMiniMapFlare_01.tga",192,0,64,64,0
spr_flare_minimap_9,"AnimMiniMapFlare_01.tga",128,0,64,64,0
spr_flare_minimap_10,"AnimMiniMapFlare_01.tga",64,0,64,64,0
spr_flare_minimap_11,"AnimMiniMapFlare_01.tga",0,0,64,64,0

// attack flare,,,,,,
spr_flare_attack_0,"AnimFlareAttack_01.tga",0,0,64,64,0
spr_flare_attack_1,"AnimFlareAttack_01.tga",64,0,64,64,0
spr_flare_attack_2,"AnimFlareAttack_01.tga",128,0,64,64,0
spr_flare_attack_3,"AnimFlareAttack_01.tga",192,0,64,64,0
spr_flare_attack_4,"AnimFlareAttack_01.tga",0,64,64,64,0
spr_flare_attack_5,"AnimFlareAttack_01.tga",64,64,64,64,0
spr_flare_attack_6,"AnimFlareAttack_01.tga",128,64,64,64,0
spr_flare_attack_7,"AnimFlareAttack_01.tga",192,64,64,64,0
spr_flare_attack_8,"AnimFlareAttack_01.tga",128,64,64,64,0
spr_flare_attack_9,"AnimFlareAttack_01.tga",64,64,64,64,0
spr_flare_attack_10,"AnimFlareAttack_01.tga",0,64,64,64,0
spr_flare_attack_11,"AnimFlareAttack_01.tga",192,0,64,64,0
spr_flare_attack_12,"AnimFlareAttack_01.tga",128,0,64,64,0
spr_flare_attack_13,"AnimFlareAttack_01.tga",64,0,64,64,0

// building capture flare,,,,,,
spr_flare_capture_0,"AnimFlareCapture_01.tga",0,0,64,64,0
spr_flare_capture_1,"AnimFlareCapture_01.tga",64,0,64,64,0
spr_flare_capture_2,"AnimFlareCapture_01.tga",128,0,64,64,0
spr_flare_capture_3,"AnimFlareCapture_01.tga",192,0,64,64,0
