//NAME,FILENAME,U,V,WIDTH,HEIGHT,FLAGS


//////////////////////////////////////,,,,,,
// AFRICAN VARIANTS OF NORMAL UNITS,,,,,,

// LIGHT INFANTRY,,,,,,
icon_unit_bowman_af,icon_unit_bowman_af.tga,0,0,77,60,0
icon_unit_composite_bowman_af,icon_unit_composite_bowman_af.tga,0,0,77,60,0
icon_unit_crossbowman_af,icon_unit_crossbowman_af.tga,0,0,77,60,0
icon_unit_grenadepistoleer_af,icon_unit_grenadepistoleer_af.tga,0,0,77,60,0
icon_unit_grenadier_af,icon_unit_grenadier_af.tga,0,0,77,60,0
icon_unit_incendiarymortar_af,icon_unit_incendiarymortar_af.tga,0,0,77,60,0
icon_unit_mortarman_af,icon_unit_mortarman_af.tga,0,0,77,60,0
//icon_unit_bombletmortar,icon_unit_bombletmortar_af.tga,0,0,77,60,0

// HEAVY INFANTRY 1,,,,,,
icon_unit_assaultrifleman_af,icon_unit_assaultrifleman_af.tga,0,0,77,60,0
icon_unit_maceman_af,icon_unit_maceman_af.tga,0,0,77,60,0
icon_unit_manatarms_af,icon_unit_manatarms_af.tga,0,0,77,60,0
icon_unit_musketeer_af,icon_unit_musketeer_af.tga,0,0,77,60,0
icon_unit_regular_af,icon_unit_regular_af.tga,0,0,77,60,0
icon_unit_rifleman_af,icon_unit_rifleman_af.tga,0,0,77,60,0
icon_unit_swordsman_af,icon_unit_swordsman_af.tga,0,0,77,60,0

// HEAVY INFANTRY 2,,,,,,
icon_unit_halberdier_af,icon_unit_halberdier_af.tga,0,0,77,60,0
icon_unit_machinegunner_af,icon_unit_machinegunner_af.tga,0,0,77,60,0
icon_unit_minigunner_af,icon_unit_minigunner_af.tga,0,0,77,60,0
icon_unit_pikeman_af,icon_unit_pikeman_af.tga,0,0,77,60,0
icon_unit_spearman_af,icon_unit_spearman_af.tga,0,0,77,60,0

// LIGHT MOUNTED 1,,,,,,
icon_unit_Carabineer_af,icon_unit_Carabineer_af.tga,0,0,77,60,0
icon_unit_Dragoon_af,icon_unit_Dragoon_af.tga,0,0,77,60,0
icon_unit_horsearcher_af,icon_unit_horsearcher_af.tga,0,0,77,60,0
icon_unit_mounted_skirmisher_af,icon_unit_mounted_skirmisher_af.tga,0,0,77,60,0
icon_unit_mounted_slinger_af,icon_unit_mounted_slinger_af.tga,0,0,77,60,0

// HEAVY MOUNTED 1,,,,,,
icon_unit_armored_cavalry_af,icon_unit_armored_cavalry_af.tga,0,0,77,60,0
icon_unit_elite_cavalry_af,icon_unit_elitecavalry_af.tga,0,0,77,60,0
icon_unit_ImperialLancer_af,icon_unit_ImperialLancer_af.tga,0,0,77,60,0
icon_unit_Lancer_af,icon_unit_Lancer_af.tga,0,0,77,60,0
