//NAME,FILENAME,U,V,WIDTH,HEIGHT,FLAGS


//////////////////////////////////////,,,,,,
// EMPTY UNIT ACTION BUTTON,,,,,,
// (just background -- no icon),,,,,,

icon_unitact_empty,icon_action_empty_stone.tga,0,0,77,60,0
icon_unitact_empty_r,icon_action_empty_rollover_stone.tga,0,0,77,60,0
icon_unitact_empty_p,icon_action_empty_pressed_stone.tga,0,0,77,60,0
icon_unitact_empty_rp,icon_action_empty_pressed_stone.tga,0,0,77,60,0
icon_unitact_empty_e2,icon_action_empty_parch.tga,0,0,77,60,0
icon_unitact_empty_r_e2,icon_action_empty_rollover_parch.tga,0,0,77,60,0
icon_unitact_empty_p_e2,icon_action_empty_pressed_parch.tga,0,0,77,60,0
icon_unitact_empty_rp_e2,icon_action_empty_pressed_parch.tga,0,0,77,60,0
icon_unitact_empty_e3,icon_action_empty_metal.tga,0,0,77,60,0
icon_unitact_empty_r_e3,icon_action_empty_rollover_metal.tga,0,0,77,60,0
icon_unitact_empty_p_e3,icon_action_empty_pressed_metal.tga,0,0,77,60,0
icon_unitact_empty_rp_e3,icon_action_empty_pressed_metal.tga,0,0,77,60,0



// ----------------------------------------------,,,,,,
// BASIC UNIT ACTION BUTTONS,,,,,,

// move,,,,,,
icon_unitact_move,"UnitActions_Move01_stone.tga",0,0,77,60,0
icon_unitact_move_r,"UnitActions_Move01_stone.tga",80,0,77,60,0
icon_unitact_move_p,"UnitActions_Move01_stone.tga",160,0,77,60,0
icon_unitact_move_rp,"UnitActions_Move01_stone.tga",160,0,77,60,0
icon_unitact_move_e2,"UnitActions_Move01_parch.tga",0,0,77,60,0
icon_unitact_move_r_e2,"UnitActions_Move01_parch.tga",80,0,77,60,0
icon_unitact_move_p_e2,"UnitActions_Move01_parch.tga",160,0,77,60,0
icon_unitact_move_rp_e2,"UnitActions_Move01_parch.tga",160,0,77,60,0
icon_unitact_move_e3,"UnitActions_Move01_metal.tga",0,0,77,60,0
icon_unitact_move_r_e3,"UnitActions_Move01_metal.tga",80,0,77,60,0
icon_unitact_move_p_e3,"UnitActions_Move01_metal.tga",160,0,77,60,0
icon_unitact_move_rp_e3,"UnitActions_Move01_metal.tga",160,0,77,60,0

// stop,,,,,,
icon_unitact_stop,"UnitActions_Move01_stone.tga",0,63,77,60,0
icon_unitact_stop_r,"UnitActions_Move01_stone.tga",80,63,77,60,0
icon_unitact_stop_p,"UnitActions_Move01_stone.tga",160,63,77,60,0
icon_unitact_stop_rp,"UnitActions_Move01_stone.tga",160,63,77,60,0
icon_unitact_stop_e2,"UnitActions_Move01_parch.tga",0,63,77,60,0
icon_unitact_stop_r_e2,"UnitActions_Move01_parch.tga",80,63,77,60,0
icon_unitact_stop_p_e2,"UnitActions_Move01_parch.tga",160,63,77,60,0
icon_unitact_stop_rp_e2,"UnitActions_Move01_parch.tga",160,63,77,60,0
icon_unitact_stop_e3,"UnitActions_Move01_metal.tga",0,63,77,60,0
icon_unitact_stop_r_e3,"UnitActions_Move01_metal.tga",80,63,77,60,0
icon_unitact_stop_p_e3,"UnitActions_Move01_metal.tga",160,63,77,60,0
icon_unitact_stop_rp_e3,"UnitActions_Move01_metal.tga",160,63,77,60,0

// explore,,,,,,
icon_unitact_explore,"UnitActions_Move01_stone.tga",0,126,77,60,0
icon_unitact_explore_r,"UnitActions_Move01_stone.tga",80,126,77,60,0
icon_unitact_explore_p,"UnitActions_Move01_stone.tga",160,126,77,60,0
icon_unitact_explore_rp,"UnitActions_Move01_stone.tga",160,126,77,60,0
icon_unitact_explore_e2,"UnitActions_Move01_parch.tga",0,126,77,60,0
icon_unitact_explore_r_e2,"UnitActions_Move01_parch.tga",80,126,77,60,0
icon_unitact_explore_p_e2,"UnitActions_Move01_parch.tga",160,126,77,60,0
icon_unitact_explore_rp_e2,"UnitActions_Move01_parch.tga",160,126,77,60,0
icon_unitact_explore_e3,"UnitActions_Move01_metal.tga",0,126,77,60,0
icon_unitact_explore_r_e3,"UnitActions_Move01_metal.tga",80,126,77,60,0
icon_unitact_explore_p_e3,"UnitActions_Move01_metal.tga",160,126,77,60,0
icon_unitact_explore_rp_e3,"UnitActions_Move01_metal.tga",160,126,77,60,0

// search + destroy,,,,,,
icon_unitact_searchDestroy,"UnitActions_Attack01_stone.tga",0,126,77,60,0
icon_unitact_searchDstry_r,"UnitActions_Attack01_stone.tga",80,126,77,60,0
icon_unitact_searchDstry_p,"UnitActions_Attack01_stone.tga",160,126,77,60,0
