//NAME,FILENAME,U,V,WIDTH,HEIGHT,FLAGS


//////////////////////////////////////,,,,,,
// EMPTY UNIT ACTION BUTTON,,,,,,
// (just background -- no icon),,,,,,

icon_unitact_empty,icon_action_empty_stone.tga,0,0,77,60,0
icon_unitact_empty_r,icon_action_empty_rollover_stone.tga,0,0,77,60,0
icon_unitact_empty_p,icon_action_empty_pressed_stone.tga,0,0,77,60,0
icon_unitact_empty_rp,icon_action_empty_pressed_stone.tga,0,0,77,60,0
icon_unitact_empty_e2,icon_action_empty_parch.tga,0,0,77,60,0
icon_unitact_empty_r_e2,icon_action_empty_rollover_parch.tga,0,0,77,60,0
icon_unitact_empty_p_e2,icon_action_empty_pressed_parch.tga,0,0,77,60,0
icon_unitact_empty_rp_e2,icon_action_empty_pressed_parch.tga,0,0,77,60,0
icon_unitact_empty_e3,icon_action_empty_metal.tga,0,0,77,60,0
icon_unitact_empty_r_e3,icon_action_empty_rollover_metal.tga,0,0,77,60,0
icon_unitact_empty_p_e3,icon_action_empty_pressed_metal.tga,0,0,77,60,0
icon_unitact_empty_rp_e3,icon_action_empty_pressed_metal.tga,0,0,77,60,0



// ----------------------------------------------,,,,,,
// BASIC UNIT ACTION BUTTONS,,,,,,

// move,,,,,,
icon_unitact_move,icon_move_stone.tga,0,0,77,60,0
icon_unitact_move_r,icon_move_rollover_stone.tga,0,0,77,60,0
icon_unitact_move_p,icon_move_pressed_stone.tga,0,0,77,60,0
icon_unitact_move_rp,icon_move_pressed_stone.tga,0,0,77,60,0
icon_unitact_move_e2,icon_move_parch.tga,0,0,77,60,0
icon_unitact_move_r_e2,icon_move_rollover_parch.tga,0,0,77,60,0
icon_unitact_move_p_e2,icon_move_pressed_parch.tga,0,0,77,60,0
icon_unitact_move_rp_e2,icon_move_pressed_parch.tga,0,0,77,60,0
icon_unitact_move_e3,icon_move_metal.tga,0,0,77,60,0
icon_unitact_move_r_e3,icon_move_rollover_metal.tga,0,0,77,60,0
icon_unitact_move_p_e3,icon_move_pressed_metal.tga,0,0,77,60,0
icon_unitact_move_rp_e3,icon_move_pressed_metal.tga,0,0,77,60,0

// stop,,,,,,
icon_unitact_stop,icon_stop_stone.tga,0,0,77,60,0
icon_unitact_stop_r,icon_stop_rollover_stone.tga,0,0,77,60,0
icon_unitact_stop_p,icon_stop_pressed_stone.tga,0,0,77,60,0
icon_unitact_stop_rp,icon_stop_pressed_stone.tga,0,0,77,60,0
icon_unitact_stop_e2,icon_stop_parch.tga,0,0,77,60,0
icon_unitact_stop_r_e2,icon_stop_rollover_parch.tga,0,0,77,60,0
icon_unitact_stop_p_e2,icon_stop_pressed_parch.tga,0,0,77,60,0
icon_unitact_stop_rp_e2,icon_stop_pressed_parch.tga,0,0,77,60,0
icon_unitact_stop_e3,icon_stop_metal.tga,0,0,77,60,0
icon_unitact_stop_r_e3,icon_stop_rollover_metal.tga,0,0,77,60,0
icon_unitact_stop_p_e3,icon_stop_pressed_metal.tga,0,0,77,60,0
icon_unitact_stop_rp_e3,icon_stop_pressed_metal.tga,0,0,77,60,0

// explore,,,,,,
icon_unitact_explore,icon_explore_stone.tga,0,0,77,60,0
icon_unitact_explore_r,icon_explore_rollover_stone.tga,0,0,77,60,0
icon_unitact_explore_p,icon_explore_pressed_stone.tga,0,0,77,60,0
icon_unitact_explore_rp,icon_explore_pressed_stone.tga,0,0,77,60,0
icon_unitact_explore_e2,icon_explore_parch.tga,0,0,77,60,0
icon_unitact_explore_r_e2,icon_explore_rollover_parch.tga,0,0,77,60,0
icon_unitact_explore_p_e2,icon_explore_pressed_parch.tga,0,0,77,60,0
icon_unitact_explore_rp_e2,icon_explore_pressed_parch.tga,0,0,77,60,0
icon_unitact_explore_e3,icon_explore_metal.tga,0,0,77,60,0
icon_unitact_explore_r_e3,icon_explore_rollover_metal.tga,0,0,77,60,0
icon_unitact_explore_p_e3,icon_explore_pressed_metal.tga,0,0,77,60,0
icon_unitact_explore_rp_e3,icon_explore_pressed_metal.tga,0,0,77,60,0

// search + destroy,,,,,,
icon_unitact_searchDestroy,icon_searchDestroy_stone.tga,0,0,77,60,0
icon_unitact_searchDstry_r,icon_searchDestroy_rollover_stone.tga,0,0,77,60,0
icon_unitact_searchDstry_p,icon_searchDestroy_pressed_stone.tga,0,0,77,60,0
icon_unitact_searchDstry_rp,icon_searchDestroy_pressed_stone.tga,0,0,77,60,0
icon_unitact_searchDestroy_e2,icon_searchDestroy_parch.tga,0,0,77,60,0
